X;Y
-0,196;2,049
8,944;5,386
4,127;1,112
5,406;-2,835
2,323;4,643
-0,924;6,015
4,188;-1,766
4,935;1,53
6,257;7,633
6,355;7,547
6,811;4,59
-1,434;4,122
8,703;6,611
2,613;-3,053
1,423;7,38
3,196;-0,831
0,169;2,793
3,359;-2,792
2,392;5,989
3,157;0,771
8,536;5,212
-1,221;7,005
-2,455;6,542
4,525;-1,376
2,32;-3,411
7,597;5,751
7,679;4,937
4,654;1,425
1,702;4,587
4,31;0,552
0,991;5,401
-0,27;3,612
7,552;4,171
9,217;4,661
-1,923;2,828
6,212;-2,188
0,559;6,572
2,774;4,608
-0,397;3,677
0,048;3,802
-2,852;4,127
3,62;-0,631
2,891;-3,215
3,977;-3,12
6,115;0,907
10,36;6,902
8,618;6,921
1,514;6,292
4,542;-0,577
5,193;5,468
6,474;-0,315
1,191;5,879
5,058;0,116
-0,76;4,068
2,368;4,725
2,688;6,076
5,919;-0,563
5,639;1,008
-0,981;5,546
2,739;-2,092
1,925;-0,669
6,148;8,305
10,556;4,734
3,342;1,474
10,268;7,886
5,04;1,311
3,115;-2,228
2,616;0,149
5,782;5,901
0,72;6,629
7,34;7,033
7,627;3,941
6,069;-1,213
-2,148;3,537
3,934;1,775
-0,72;7,024
5,857;8,065
8,081;3,898
6,643;-0,284
4,847;-2,499
8,099;6,414
3,874;-0,356
0,482;4,234
5,746;5,052
1,626;5,385
8,912;7,378
1,416;7,627
8,434;8,7
0,394;4,967
6,139;-2,636
4,565;1,794
1,033;7,14
6,746;3,978
1,619;6,138
7,246;4,087
2,09;5,115
-1,918;4,991
4,833;-0,645
-2,804;5,247
2,745;0,778
2,49;-1,896
2,137;0,974
6,605;-0,608
6,197;5,41
1,759;5,22
-1,837;3,925
7,802;4,543
0,055;6,048
4,446;1,072
-0,546;7,775
2,83;4,089
7,268;6,733
-1,531;6,438
5,89;7,636
7,824;4,927
3,074;-1,588
2,566;-0,262
8,396;6,745
8,075;7,535
3,607;0,389
2,749;-0,162
2,776;0,211
2,533;-3,432
5,087;-2,65
9,882;4,825
9,318;5,183
-0,421;7,507
-1,241;7,53
1,226;7,585
2,539;0,701
0,885;2,697
-0,77;2,776
4,486;-1,705
9,941;5,388
2,003;-0,295
8,347;8,13
3,28;-1,568
8,875;5,928
4,211;-2,74
1,357;7,279
5,55;7,42
2,21;6,694
4,405;1,496
2,426;1,166
2,218;6,97
3,908;-1,636
6,34;5,993
-1,027;6,506
-0,339;2,254
3,342;1,284
4,965;-1,875
7,785;5,324
2,369;0,088
3,428;1,428
1,232;2,836
10,094;6,955
3,165;-1,017
4,562;-0,473
0,424;6,969
9,875;5,196
5,457;0,014
8,705;4,591
6,492;5,01
-0,995;5,724
5,785;7,387
-1,607;3,606
5,372;-0,05
3,388;1,536
1,062;7,329
5,475;5,949
3,883;0,699
6,752;5,353
5,281;5,15
10,078;5,221
1,83;5,791
2,736;-1,986
8,312;7,565
7,921;4,446
2,046;6,813
10,384;4,637
2,228;6,834
4,818;-0,11
9,648;6,533
-1,329;6,767
1,824;-0,035
2,618;-1,586
0,653;5,584
2,359;6,806
-0,59;4,018
-0,998;7,615
5,535;-3,443
2,763;6,059
6,807;4,637
6,404;5,874
2,303;-1,283
7,205;4,623
-2,414;3,244
10,338;5,772
5,808;4,288
2,356;3,268
-1,512;2,683
6,222;-1,466
1,803;-0,379
6,168;5,529
9,118;3,233
4,506;0,836
7,887;4,169
5,382;-2,403
1,588;7,128
5,28;-3,612
5,65;0,293
-0,825;3,925
7,142;6,115
5,09;0,248
4,489;0,552
5,309;-1,565
-0,019;5,49
1,692;2,763
1,424;3,262
5,201;5,378
5,731;-1,363
1,282;5,713
1,375;2,954
-0,35;7,401
1,776;5,419
4,392;-1,594
1,632;7,314
-2,192;5,469
-1,087;5,512
4,631;-1,54
1,115;7,411
0,284;5,132
4,7;1,032
8,706;4,494
2,979;-1,908
0,609;2,714
8,742;6,473
7,947;5,612
7,974;3,14
2,191;1,188
3,714;1,056
7,556;3,566
6,753;-0,721
2,82;-0,554
6,677;7,201
6,466;6,755
0,861;5,806
6,275;4,757
-0,919;2,372
2,577;6,044
1,894;6,314
5,899;0,661
-1,822;3,785
5,208;0,317
1,058;7,366
5,215;5,22
2,535;0,638
-0,76;5,534
4,58;1,587
7,332;5,403
7,612;5,554
3,499;-0,725
4,419;-1,085
9,224;7,079
7,146;7,373
8,421;3,417
8,08;5,517
-1,319;5,433
-0,768;4,654
9,946;6,374
1,186;-0,424
1,717;-2,689
8,23;4,167
-1,902;6,404
7,311;5,059
5,494;4,774
0,523;3,59
6,172;-0,849
0,276;3,393
1,992;6,9
6,594;3,476
6,239;4,441
7,506;7,794
8,985;7,017
2,494;6,6
6,225;0,671
10,299;4,117
6,515;4,632
8,217;8,643
1,436;-1,296
2,447;3,84
0,869;3,959
5,717;1,367
3,431;-2,981
8,259;6,989
5,1;5,416
4,788;0,752
5,334;7,216
8,846;4,478
0,021;3,855
5,415;-0,9
2,21;4,195
-1,359;2,879
2,258;5,161
7,181;4,76
-2,012;4,877
1,588;7,045
5,321;0,566
1,077;5,972
0,594;5,963
7,791;4,095
3,844;0,651
1,981;2,865
4,005;1,901
6,325;-0,367
2,268;-1,043
1,398;4,807
9,236;5,888
4,124;-0,28
3,859;-1,085
2,151;5,45
-1,6;5,776
4,602;1,127
4,869;-3,03
6,224;4,918
5,145;1,489
0,355;3,478
-1,052;7,166
3,718;-0,903
0,575;5,695
10,268;5,395
7,961;3,588
3,248;1,155
5,093;1,5
9,136;6,91
2,677;-1,759
1,556;5,899
7,121;4,604
4,603;1,002
1,914;3,698
5,641;5,484
5,482;6,105
-1,309;5,403
5,732;0,004
0,53;4,353
1,886;6,799
6,455;7,522
1,298;5,648
9,73;4,604
1,651;-0,191
6,982;4,124
6,313;0,706
5,464;4,709
1,84;6,109
7,897;3,866
2,222;4,844
4,867;1,219
8,229;4,578
1,584;6,201
2,587;4,695
-0,128;4,507
8,631;6,282
5,635;7,089
7,957;3,215
1,249;3,048
6,388;-0,002
8,17;5,005
2,998;1,378
8,12;3,672
4,889;1,395
10,503;5,208
1,053;3,822
-1,783;7,13
8,475;7,069
6,152;-1,667
8,633;5,37
-2,42;4,749
0,576;6,862
0,978;3,121
1,325;2,772
5,882;7,418
1,889;4,026
2,742;5,389
5,677;4,229
1,375;-2,279
1,322;0,266
7,054;3,351
2,025;-0,152
3,07;-1,423
9,166;8,696
1,346;5,008
5,709;-0,644
5,961;4,996
8,566;5,079
5,176;-0,431
1,422;3,393
0,797;7,129
2,523;-0,633
-1,023;7,34
10,29;4,953
-2,407;4,746
5,061;-1,118
-0,235;2,21
6,272;-0,709
3,945;-3,604
5,303;0,95
8,446;7,896
6,549;-1,694
6,07;0,855
6,831;-1,632
10,238;5,331
1,966;4,685
7,875;5,463
5,194;-0,383
4,143;0,205
-2,394;6,319
10,52;6,498
1,301;-0,117
1,458;-0,804
4,015;1,699
5,484;0,297
1,689;4,4
4,293;-0,512
3,367;1,3
5,11;-1,688
2,276;1,219
7,786;5,264
4,978;-1,259
10,311;5,293
5,548;7,418
0,084;2,763
2,05;-0,54
7,373;8,843
7,101;8,29
-0,061;7,117
8,023;4,615
0,676;4,5
10,07;6,922
3,906;1,869
-0,107;5,049
4,27;0,552
2,838;-0,304
8,623;5,623
5,013;0,768
5,967;5,182
1,389;-1,491
-0,171;3,264
2,954;1,163
6,087;-0,41
0,819;2,401
9,096;5,072
4,818;-0,785
4,605;1,35
2,444;4,122
7,86;6,08
-1,281;6,923
3,214;-0,72
2,302;3,952
-1,743;6,56
0,406;3,832
6,336;-2,424
9,692;5,481
-0,988;7,413
6,03;6,657
0,399;7,353
8,879;6,004
1,469;-0,93
0,816;6,369
6,118;-0,999
10,883;5,726
2,012;6,209
9,62;7,896
8,454;5,746
6,746;8,606
5,691;-0,455
7,69;3,421
-0,574;5,663
0,369;5,349
1,25;-1,505
-0,274;7,091
7,02;4,068
5,658;4,296
7,938;6,151
5,355;6,928
9,584;7,068
6,845;4,685
4,731;0,009
6,889;-0,394
4,422;-0,912
-0,592;4,618
6,677;-0,48
7,343;5,781
5,827;7,852
0,345;6,84
4,107;0,787
-1,966;3,357
2,903;-2,6
2,002;6,837
1,236;7,417
5,707;-1,731
6,031;5,773
-0,684;6,518
2,782;1,69
0,839;6,412
2,656;-0,541
1,789;-2,312
6,983;7,679
-2,158;5,662
5,401;1,62
2;7,194
1,861;6,423
8,723;5,443
6,407;-0,243
6,255;6,796
7,574;6,9
0,863;3,66
5,888;6,158
-0,026;4,722
3,187;1,307
-0,131;7,428
5,332;1,432
9,62;6,224
6,627;6,972
3,794;-1,738
6,105;0,737
6,747;8,169
6,675;6,933
3,784;-2,575
6,238;5,492
1,492;6,964
6,134;6,279
6,757;-0,017
4,549;-3,372
8,4;5,666
1,783;4,157
1,483;6,06
-1,278;6,032
6,748;4,465
3,269;-1,024
7,422;3,235
0,133;3,026
3,399;0,228
7,909;5,86
2,424;0,077
6,077;7,719
2,315;6,566
3,469;-3,504
2,856;0,071
3,827;-3,45
4,978;-1,355
2,951;-1,855
2,23;5,864
-2,043;4,58
6,748;7,828
6,733;4,758
6,053;-2,101
6,617;-0,209
3,301;-1,202
8,688;6,198
0,221;6,528
6,005;0,708
5,661;0,698
9,352;6,578
8,552;8,551
1,106;5,677
9,361;6,177
-0,083;4,739
4,654;-0,746
6,844;3,961
-1,529;3,064
7,48;6,062
1,495;7,008
7,638;6,964
2,258;4,278
9,314;4,532
2,7;5,04
7,51;8,13
-0,822;3,077
0,7;2,493
2,173;5,54
2,525;-1,124
5,637;0,312
7,819;7,528
1,58;6,42
1,309;3,455
2,92;-2,83
-2,266;4,043
3,523;-3,67
0,647;6,014
-2,16;5,114
5,63;5,413
8,166;6,936
1,548;6,913
4,869;-1,733
-2,691;6,081
-1,045;5,346
7,308;7,533
8,348;5,086
-2,139;6,313
6,928;4,358
8,841;3,832
10,945;6,291
0,81;5,33
2,331;3,924
1,338;2,861
2,955;1,319
2,862;4,895
4,981;-1,622
3,765;-3,228
3,59;-2,692
3,007;-1,648
6,428;-0,757
-0,727;7,426
2,866;0,916
6,461;-0,149
1,498;6,302
1,738;5,121
5,88;-1,77
4,124;0,361
6,639;0,186
7,533;5,405
8,211;8,617
-2,66;3,726
9,03;6,958
-2,477;5,434
2,341;5,286
-2,269;6,919
-1,622;5,912
6,947;4,949
-0,851;6,029
4,523;-0,877
8,774;4,615
2,581;0,666
3,191;-1,015
1,512;4,714
6,585;-2,117
5,07;-0,06
4,193;1,773
1,215;2,627
1,171;2,877
7,991;6,456
-0,938;6,699
9,301;4,618
3,583;-0,062
-2,572;3,92
5,543;7,062
5,186;0,846
8,278;4,274
1,645;4,292
2,42;-0,004
7,41;4,718
8,809;6,776
5,672;-0,907
5,771;6,465
6,021;5,57
0,704;2,279
9,091;4,156
4,645;-0,026
-1,321;4,308
0,163;4,217
-0,85;4,291
4,084;-2,949
-0,069;2,41
10,326;6,151
2,663;-0,598
0,131;3,615
0,132;4,437
10,102;4,546
8,179;4,075
3,041;-1,805
6,289;5,202
2,14;6,731
-0,52;4,5
-1,699;7,01
7,171;5,644
1,51;2,75
0,307;4,681
-0,423;4,847
-2,306;5,63
1,136;4,663
2,449;4,551
0,708;4,785
9,827;6,745
5,869;7,345
-0,291;2,1
4,232;0,715
9,51;4,335
8,952;4,278
2,013;-2,937
9,077;3,532
3,79;-0,814
1,962;-2,477
4,821;0,634
8,336;7,354
-2,208;6,818
0,275;2,901
8,23;7,882
8,413;5,505
9,581;3,662
1,06;6,559
7,939;8,317
7,905;4,86
4,346;-0,421
1,593;5,328
6,781;4,739
5,138;1,159
1,435;2,638
5,975;4,415
7,319;7,353
2,026;4,895
7,3;4,86
1,166;4,46
2,027;0,548
6,083;0,314
2,304;-0,574
4,831;1,061
-1,443;7,462
3,26;0,094
6,346;8,04
6,68;-0,836
4,399;0,493
6,857;-1,16
7,961;8,207
1,049;2,531
7,41;5,856
1,2;3,967
5,813;-0,935
8,059;8,583
6,168;5,324
5,438;-0,04
-1,284;4,366
7,284;4,164
-0,766;5,118
-0,718;6,491
5,17;5,188
0,681;3,268
-0,626;6,283
-1,17;5,351
7,098;6,594
3,124;-2,78
10,319;6,395
4,407;1,699
5,728;-3,132
2,153;4,961
3,266;-0,894
9,391;6,052
3,299;-0,105
-0,141;7,949
9,379;8,239
0,873;6,958
-0,907;6,34
2,183;-3,226
7,689;3,203
5,568;-0,046
7,786;7,514
2,715;4,823
6,197;6,13
9,674;7,899
8,872;3,831
5,628;5,931
7,819;3,324
4,198;-1,806
2,664;5,724
0,269;3,12
1,622;4,195
-0,067;6,969
2,288;6,312
1,51;-0,836
6,672;7,427
-1,379;5,379
0,651;5,162
6,822;-0,816
9,375;6,688
4,074;0,111
5,475;7,308
6,121;5,4
2,451;5,123
6,778;6,985
5,58;-3,306
7,314;6,74
4,1;-0,392
1,836;-2,714
6,594;4,199
2,154;5,467
7,325;6,844
6,909;4,643
5,525;0,874
1,398;4,12
1,95;3,012
0,844;2,274
8,499;3,269
5,38;5,897
0,907;6,915
1,751;6,229
2,287;-0,201
5,689;0,978
6,078;4,523
-0,065;5,23
10,426;6,535
3,314;-0,158
2,073;4,687
1,464;-0,923
2,969;1,23
5,894;4,744
2,224;4,948
6,493;4,554
6,735;7,458
2,313;6,25
3,73;-2,438
5,824;-0,916
7,872;8,53
2,03;4,187
1,424;6,164
3,461;1,239
7,345;4,886
6,878;3,888
10,299;7,387
2,013;1,165
5,554;4,861
5,859;-0,736
2,748;-0,875
6,623;7,762
1,658;5,366
3,436;1,316
-1,502;5,441
8,952;4,273
0,818;4,413
3,569;1,638
0,548;7,311
9,806;5,903
6,306;0,784
-1,817;6,511
6,703;-0,359
6,732;3,835
1,738;-0,831
1,22;4,398
4,292;-2,952
5,938;5,731
0,175;5,213
0,924;4,533
5,637;-1,779
5,969;0,353
-0,323;5,431
1,89;5,409
8,696;5,664
1,049;6,834
-2,072;4,157
1,556;-1,319
-0,586;6,654
2,495;-2,721
1,611;-0,427
1,926;-2,207
7,956;5,763
7,755;4,215
-1,348;6,571
4,031;1,528
2,77;0,025
5,321;5,931
2,402;6,624
6,067;5,204
3,454;-0,124
2,917;-0,843
6,614;5,511
7,996;3,406
-0,594;7,797
1,794;4,501
1,599;4,01
-0,608;5,655
5,375;7,41
6,713;4,022
6,683;8,262
3,333;-2,924
7,078;6,247
7,969;5,373
6,006;0,569
0,341;7,458
7,006;3,891
7,021;7,504
5,13;0,517
4,579;0,39
5,582;-0,558
4,257;1,542
3,068;-2,262
5,132;-0,828
-1,739;3,715
0,987;5,036
0,093;5,27
0,627;2,154
4,09;0,253
6,294;7,693
8,35;4,52
5,372;4,919
5,454;4,775
4,453;-0,664
4,277;0,803
6,784;6,532
4,91;-1,976
-1,611;7,46
1,745;0,713
6,244;6,944
6,483;5,072
0,549;5,016
0,772;5,065
5,824;6,944
5,075;0,735
4,907;1,119
6,849;-1,466
-0,532;5,196
2,37;1,089
4,423;-3,009
6,561;6,279
5,349;5,573
1,087;-0,708
-1,453;3,389
5,772;-1,938
6,598;4,562
4,094;-2,122
7,204;4,794
0,508;3,053
6,603;5,109
5,117;1,23
5,059;1,321
2,404;-2,909
-0,174;5,648
0,746;4,835
3,114;-3,642
0,264;5,714
5,707;-2,197
0,194;4,321
-2,266;3,054
5,202;-0,024
8,622;5,484
3,599;-2,332
6,56;8,614
4,66;0,116
1,262;3,189
0,198;4,483
4,298;-3,932
6,359;-2,688
-2,432;6,512
4,178;-2,654
3,041;-1,177
7,978;3,464
6,115;5,819
2,499;5,981
-2,362;4,698
7,674;5,677
3,231;-0,301
5,753;4,427
-1,557;6,645
-0,609;2,914
-0,764;4,813
9,113;5,224
-2,434;5,454
5,066;-0,781
5,347;0,216
0,642;7,415
3,668;1,653
8,252;5,952
6,241;-1,52
8,619;8,26
1,774;6,254
2,564;0,711
7,687;6,935
2,025;6,999
-1,272;3,921
1,521;3,803
8,829;5,669
3,222;1,82
2,391;6,461
4,139;-1,061
4,582;-2,85
8,805;4,295
1,523;6,807
6,488;5,728
1,929;3,533
-1,352;4,266
9,424;4,768
9,947;5,645
-0,335;6,863
-0,99;4,052
-0,857;6,505
2,661;4,127
-2,4;5,795
0,262;5,285
4,941;0,422
-1,467;3,074
9,204;7,58
7,962;8,1
-0,923;6,483
7,273;5,656
3,218;1,727
-0,645;3,573
-0,19;2,087
2,829;-2,104
-0,515;5,455
5,062;0,662
8,808;5,467
1,307;6,986
1,149;-0,588
7,451;6,069
1,381;6,828
3,79;0,961
5,715;-1,743
0,049;5,183
8,483;5,646
6,491;-0,73
1,437;7,016
10,556;6,62
3,349;1,168
-1,838;6,361
-1,778;3,088
1,826;4,016
6,17;4,265
3,962;-0,445
-1,689;7,094
4,979;-0,609
3,867;-0,98
5,736;1,117
5,882;0,698
9,604;7,829
1,775;5,833
2,361;4,489
5,121;0,766
6,681;6,106
-1,516;5,739
-0,85;5,184
2,296;1,293
1,042;7,512
7,038;5,929
0,661;6,272
3,363;-1,308
-1,474;3,893
6,453;-2,588
10,804;6,049
6,063;5,504
-1,44;6,889
4,37;-0,351
8,088;3,439
1,693;6,212
9,284;7,993
6,916;4,235
-0,828;6,623
5,838;4,488
-1,523;7,35
9,132;3,274
-1,149;5,812
6,006;3,846
-0,886;6,799
8,77;5,318
8,261;3,918
1,077;6,918
10,659;5,92
1,84;3,077
-1,082;2,437
3,332;1,155
9,257;4,283
5,587;0,188
2,841;5,116
7,888;6,805
-0,591;6,273
2,266;4,114
7,804;5,237
-0,584;7,883
2,359;4,764
8,01;6,477
-2,429;5,011
1,929;0,983
6,521;-2,012
3,264;0,831
10,669;5,212
2,789;4,587
-1,273;7,413
5,501;4,626
2,986;1,227
9,856;5,877
7,161;4,206
5,385;5,856
1,967;6,072
0,449;2,143
9,194;4,183
8,555;3,12
0,315;3,438
4,226;-0,629
2,679;-0,577
7,552;5,429
5,081;5,485
4,227;-1,463
2,306;3,828
-1,453;4,24
0,405;4,285
6,619;5,236
5,622;0,849
-0,413;5,963
-1,609;4,965
7,436;8,744
10,571;5,058
8,546;5,633
-1,523;5,59
5,396;7,237
0,472;2,812
7,398;3,466
-1,108;4,825
5,199;5,097
10,694;5,02
-0,97;6,148
6,768;7,757
-0,792;6,998
3,718;-3,339
-1,496;7,291
-2,788;5,4
6,522;5,99
5,876;-0,947
3,905;0,099
5,728;-0,518
4,919;0,22
0,733;4,479
0,632;3,201
4,319;-0,868
1,512;3,6
5,76;6,53
1,217;6,35
5,031;5,655
6,83;3,267
4,649;-1,668
0,55;4,594
3,759;1,011
0,306;7,451
5,855;5,681
0,21;4,351
2,49;6,441
4,912;0,731
1,319;4,11
3,564;-0,219
0,549;7,117
6,498;7,419
10,425;5,554
0,393;2,265
7,237;7,275
1,588;5,453
6,572;4,127
0,436;2,525
8,685;4,888
5,899;7,67
6,541;-0,977
0,236;7,803
7,67;8,647
3,347;-1,679
6,365;0,813
7,297;7,182
8,094;7,352
-1,528;6,136
3,001;1,459
7;4,16
4,936;-2,69
2,089;-2,8
-1,937;3,149
5,409;0,446
6,61;6,888
5,76;0,396
3,701;1,443
4,336;-0,566
4,613;-1,396
2,991;1,637
1,636;5,586
-0,324;4,477
-0,891;4,347
6,021;7,754
1,377;2,369
1,632;-2,499
5,095;5,704
7,818;6,839
5,014;-1,056
6,779;5,286
0,088;3,433
9,828;6,01
2,241;5,433
8,178;5,545
6,509;-1,158
0,158;4,253
1,816;5,159
3,961;1,55
3,922;-1,338
-2,014;5,209
8,264;6,899
0,245;5,744
7,153;5,383
4,162;1,24
4,212;1,022
-1,744;5,584
5,171;5,033
1,565;4,317
-1,636;7,251
2,687;-1,634
6,872;4,026
0,835;6,132
9,467;6,093
6,07;4,167
1,099;6,24
2,082;6,32
2,268;3,905
2,149;-1,706
9,226;6,707
2,256;4,261
-1,593;5,359
2,216;5,619
1,226;5,538
-1,014;4,721
0,885;5,557
5,932;7,395
0,853;6,443
-0,47;6,857
1,953;4,899
-0,985;3,708
4,193;0,417
8,837;7,278
2,757;0,636
9,188;7,474
7,142;6,625
5,356;0,82
1,972;3,37
7,007;6,544
1,449;4,496
0,777;5,606
3,032;0,627
-1,884;7,119
7,355;6,24
1,872;4,23
6,88;5,526
5,442;0,536
3,706;-3,912
5,097;1,165
-0,352;5,155
9,777;4,938
8,01;4,928
4,598;1,477
7,455;5,255
4,926;0,229
0,839;5,208
1,891;7,06
4,581;-2,719
9,395;5,098
-0,399;3,604
7,687;5,825
6,353;5,146
5,598;6,854
-2,247;3,056
2,407;5,124
0,663;5,521
5,209;0,962
-2,221;3,264
3,91;0,595
6,617;3,535
4,444;-0,038
5,869;-1,894
-0,269;3,475
8,356;4,55
3,238;0,825
5,041;-1,213
5,26;-0,782
4,243;-3,616
4,614;0,383
0,17;4,289
0,427;5,26
4,431;1,596
1,658;7,148
0,382;7,499
10,077;4,618
1,152;7,28
8,312;3,923
0,168;4,673
9,774;7,995
0,716;6,061
2,674;-2,604
-1,174;7,108
6,542;6,63
7,859;4,231
5,456;-0,549
5,63;4,374
3,441;0,487
5,906;0,53
3,179;1,157
4,011;0,063
9,759;8,273
1,359;-2,321
4,434;0,398
-2,715;5,405
4,974;0,881
6,617;8,032
8,298;6,08
4,964;-0,75
7,161;8,775
-2,496;4,126
0,664;2,512
3,898;0,409
10,048;7,489
4,176;1,408
4,216;-0,98
2,113;6,04
10,528;5,213
1,963;3,688
5,807;5,106
6,39;8,175
7,384;7,701
7,839;7,222
1,683;4,797
6,932;-0,938
7,98;7,569
9,138;7,872
-2,303;3,469
5,358;-3,45
6,594;4,304
5,715;0,526
10,749;5,233
4,399;-1,15
2,753;1,189
-0,52;3,897
4,455;-3,303
-0,486;5,749
9,571;4,303
7,429;6,744
10,396;6,734
5,671;-0,676
6,928;5,273
9,807;4,926
6,433;5,459
8,976;5,874
1,67;4,044
4,487;-1,543
6,285;8,27
-0,082;5,766
5,334;7,156
10,236;7,036
2,323;3,931
0,72;2,845
4,17;-1,723
1,975;3,569
2,48;-3,045
-2,163;6,542
5,462;4,947
-1,982;3,756
5,279;5,826
3,664;0,197
3,789;1,355
0,353;6,429
3,063;-0,11
8,303;7,321
0,459;3,166
2,379;4,855
9,521;8,062
5,784;0,14
6,802;8,493
3,435;0,872
5,07;6,549
2,307;4,469
0,973;3,059
8,541;7,831
10,278;5,226
2,167;6,431
1,285;7,506
5,227;-2,808
5,823;8,027
2,045;0,851
5,852;7,993
8,591;8,837
7,394;5,954
6,416;3,591
7,577;6,67
-0,521;5,082
-0,292;6,998
9,733;6,033
6,146;3,738
2,484;-3,09
2,378;4,44
2,774;6,086
8,18;3,105
9,591;6,294
3,156;-1,48
0,429;7,239
9,236;6,444
6,207;0,744
2,097;5,457
6,628;0,218
0,31;6,383
9,266;5,676
3,264;-3,839
4,729;0,063
3,822;-3,491
5,386;0,345
3,886;-2,144
6,595;3,888
7,885;6,103
-0,689;6,186
1,798;4,772
2,075;3,618
9,523;7,536
5,274;1,12
1,682;7,372
6,419;0,359
6,947;7,29
6,428;5,787
-1,501;2,866
3,617;-2,661
1,517;3,089
9,297;5,256
7,798;5,12
0,902;5,291
5,528;6,736
8,769;5,324
1,624;4,398
1,71;4,645
2,933;5,42
3,377;-2,41
0,085;5,729
9,297;4,292
5,986;7,62
2,512;4,342
0,67;5,387
0,396;7,012
2,938;4,565
5,821;4,513
-1,729;4,138
7,472;5,513
0,759;2,558
-2,045;5,532
1,828;5,361
5,555;-1,618
2,823;1,625
2,586;-1,111
9,991;4,595
6,198;0,9
8,467;4,152
4,192;-1,661
6,904;4,449
4,515;1,022
2,181;4,44
-0,099;3,666
2,495;-1,57
9,056;5,68
6,773;5,89
4,416;-3,449
5,064;5,961
1,447;-2,443
8,325;6,575
0,731;5,177
7,699;6,69
1,166;6,198
4,959;-0,69
9,706;4,908
-0,588;4,371
7,174;5,737
5,158;5,954
-0,29;4,964
3,474;1,204
-0,008;6,825
8,654;3,894
2,309;-0,865
6,634;4,28
-1,371;4,313
8,754;4,653
4,155;-3,741
5,351;1,146
5,985;5,471
-0,8;2,276
2,695;-2,181
5,854;-1,096
6,887;6,371
5,283;-0,21
1,746;3,487
0,894;6,674
3,99;-1,82
2,715;-0,555
3,657;1,091
5,451;-2,455
4,989;1,109
0,538;2,337
5,248;-0,914
6,29;-0,287
0,121;5,639
-0,989;3,715
7,141;3,824
6,344;5,626
-0,162;7,925
5,043;-1,773
6,469;8,356
1,091;4,032
2,631;4,348
3,05;1,469
6,905;-1,371
7,563;7,233
2,752;1,42
5,362;5,086
3,758;0,285
8,086;4,847
6,103;6,963
3,63;-3,938
-2,712;5,307
3,515;-0,035
1,292;3,752
7,149;6,235
8,953;6,671
3,296;-1,259
6,342;-2,369
3,199;0,466
10,561;6,028
6,979;5,908
5,761;5,8
9,844;6,401
1,606;7,236
6,562;8,189
4,545;-2,783
5,185;6,275
1,912;0,235
1,728;6,796
2,283;0,606
0,414;2,875
3,131;-3,331
4,043;0,663
2,691;0,288
6,725;6,658
9,617;6,564
0,236;6,791
5,526;6,474
4,529;-2,553
6,915;6,656
0,484;7,606
6,122;4,28
2,126;3,559
2,557;-1,192
7,199;8,684
0,032;5,292
-1,333;6,101
6,029;6,402
6,11;8,31
2,033;-2,882
9,107;5,32
6,329;-0,553
-1,804;3,718
6,148;-0,636
-0,367;6,876
4,844;-2,758
3,872;-0,353
2,935;-0,379
3,324;0,773
9,749;7,507
5,301;0,814
1,73;5,778
1,586;-0,476
8,234;5,12
9,808;7,459
4,538;-1,127
2,877;-2,704
2,459;6,015
10,287;6,74
-1,006;5,822
6,416;4,868
7,87;7,796
3,567;-2,12
-0,999;3,394
10,326;7,215
0,345;2,252
-1,186;6,919
0,677;6,228
1,869;0,861
0,313;2,849
4,105;-0,374
6,771;6,818
3,827;1,165
1,572;3,639
1,438;6,226
10,873;5,771
3,706;-0,578
8,955;5,91
-0,221;3,037
2,336;6,107
5,968;3,878
7,821;7,589
7,086;5,218
0,727;7,899
-0,058;4,152
3,963;-1,312
3,326;1,197
7,822;8,761
0,835;7,153
0,269;4,232
0,833;3,919
2,674;4,86
-0,04;5,988
1,072;3,198
5,81;-2,088
0,962;4,103
1,268;3,293
2,069;0,273
2,815;1,347
8,579;8,093
-0,543;7,928
4,402;0,48
5,975;7,62
6,401;-1,746
9,939;5,231
8,212;7,412
-1,313;5,431
6,883;6,441
6,111;4,733
1,961;5,694
8,08;5,158
7,588;7,756
2,466;3,392
1,762;2,629
9,636;8,166
8,921;6,604
3,124;-0,125
5,706;-0,315
8,201;6,525
-2,734;4,843
1,787;0,075
4,215;0,277
2,552;6,395
2,611;-0,094
4,989;0,338
1,714;4,411
4,055;-0,925
-0,532;4,457
2,796;0,251
-2,371;3,959
4,671;-1,551
0,995;4,919
4,939;0,99
7,749;6,186
9,329;7,524
5,964;0,854
8,301;4,167
3,333;1,474
0,152;6,095
5,509;4,754
-0,02;6,694
5,876;-2,156
3,463;-1,84
8,551;8,009
-1,306;5,598
4,372;-0,805
5,537;-3,543
2,567;4,741
9,926;6,9
1,495;4,723
1,438;7,401
4,58;-1,956
6,216;7,765
3,736;0,774
3,034;1,104
0,338;4,522
3,053;0,925
6,084;-1,594
3,621;1,711
2,829;1,593
5,185;-1,709
5,803;6,439
4,496;-1,747
10,26;4,07
6,992;5,128
-1,41;6,962
1,132;7,235
7,183;4,294
1,427;6,012
2,369;4,709
-0,139;2,459
2,422;5,086
2,204;-1,57
7,872;6,709
5,37;4,628
7,243;8,386
3,625;-1,594
-2,032;6,291
-0,746;4,061
2,794;5,205
-0,417;6,593
2,715;6,233
4,852;-2,917
1,178;3,391
2,966;-2,181
